NAME,geometry,STATE,STATE_GEOCODE,Avg_CC_Jan,Avg_CC_Feb,Avg_CC_Mar,Avg_CC_Apr,Avg_CC_May,Avg_CC_Jun,Avg_CC_Jul,Avg_CC_Aug,Avg_CC_Sep,Avg_CC_Oct,Avg_CC_Nov,Avg_CC_Dec,CC_Level_Jan,CC_Level_Feb,CC_Level_Mar,CC_Level_Apr,CC_Level_May,CC_Level_Jun,CC_Level_Jul,CC_Level_Aug,CC_Level_Sep,CC_Level_Oct,CC_Level_Nov,CC_Level_Dec,Avg_CC_Summer,CC_Level_Summer,Avg_CC_Autumn,CC_Level_Autumn,Avg_CC_Winter,CC_Level_Winter,Avg_CC_Spring,CC_Level_Spring,ProbCC_30_Jan,ProbCC_30_Feb,ProbCC_30_Mar,ProbCC_30_Apr,ProbCC_30_May,ProbCC_30_Jun,ProbCC_30_Jul,ProbCC_30_Aug,ProbCC_30_Sep,ProbCC_30_Oct,ProbCC_30_Nov,ProbCC_30_Dec
19MDU,"POLYGON Z ((-69.89910831799995 -0.9042566429999397 0, -68.91227852399999 -0.9043676559999767 0, -68.91224156599998 -1.897755313999937 0, -69.89948706199993 -1.897522295999977 0, -69.89910831799995 -0.9042566429999397 0))",AM,13,64.69,64.92,65.05,78.33,63.72,58.59,59.3,42.18,33.15,42.54,74.32,83.16,6,6,6,7,6,5,5,4,3,4,7,8,71.0,7,69.08,6,53.56,5,51.9,5,18.52,20.0,21.21,11.54,25.0,31.58,32.0,47.62,50.0,52.63,13.04,3.45
19MDV,"POLYGON Z ((-69.89899708599995 5.684341886080801e-14 0, -68.91228937899996 5.684341886080801e-14 0, -68.91227628199994 -0.9933928719999585 0, -69.89913129799999 -0.993270928999948 0, -69.89899708599995 5.684341886080801e-14 0))",AM,13,60.8,53.61,58.54,68.79,74.57,66.75,58.25,46.54,37.98,41.48,72.01,80.62,6,5,5,6,7,6,5,4,3,4,7,8,65.25,6,66.56,6,57.2,5,52.13,5,19.23,25.93,25.81,10.34,4.35,4.55,21.74,27.27,55.56,47.37,17.39,10.71
19MEM,"POLYGON Z ((-69.00018116899997 -7.237284699999975 0, -68.00561557099996 -7.236199171999942 0, -68.00328765999996 -8.229262491999975 0, -69.00018159299998 -8.230498859999955 0, -69.00018116899997 -7.237284699999975 0))",AM,13,72.52,85.14,73.51,72.99,48.03,37.07,13.54,16.34,21.97,43.42,64.72,82.24,7,8,7,7,4,3,1,1,2,4,6,8,80.09,8,67.18,6,21.55,2,44.79,4,11.11,3.45,13.33,13.33,47.37,52.38,86.21,83.33,66.67,35.0,22.73,3.7
19MEN,"POLYGON Z ((-69.00018083099997 -6.332499393999967 0, -68.00746942199999 -6.331550718999949 0, -68.00542069799997 -7.324654218999967 0, -69.00018120399994 -7.325753154999973 0, -69.00018083099997 -6.332499393999967 0))",AM,13,74.77,84.37,78.72,74.13,49.5,37.22,8.57,16.18,25.57,40.78,70.06,83.2,7,8,7,7,4,3,0,1,2,4,7,8,80.93,8,69.75,6,21.34,2,48.04,4,7.69,7.14,9.68,10.34,30.0,62.5,91.3,82.35,57.89,47.06,8.0,0.0
19MEP,"POLYGON Z ((-69.00018053899998 -5.428225419999933 0, -68.00907051599995 -5.427413061999971 0, -68.00729824499996 -6.420551815999943 0, -69.00018086199998 -6.421513931999925 0, -69.00018053899998 -5.428225419999933 0))",AM,13,69.52,78.87,71.48,80.11,55.14,38.85,16.45,14.01,19.06,45.97,74.95,85.6,6,7,7,8,5,3,1,1,1,4,7,8,78.01,7,70.29,7,23.83,2,49.75,4,14.29,6.9,18.75,3.7,25.0,50.0,79.31,77.78,63.16,36.84,3.85,0.0
19MEQ,"POLYGON Z ((-69.00018029299997 -4.52338164799994 0, -68.01042277199997 -4.522705299999927 0, -68.00892490999996 -5.515874389999965 0, -69.00018056599998 -5.516700066999931 0, -69.00018029299997 -4.52338164799994 0))",AM,13,69.31,83.57,66.28,79.41,61.97,48.03,17.18,16.33,28.07,41.27,73.11,87.6,6,8,6,7,6,4,1,1,2,4,7,8,80.11,8,69.65,6,27.22,2,49.95,4,10.71,6.9,22.58,7.14,18.18,31.82,80.0,84.21,60.0,57.89,11.54,3.7
19MER,"POLYGON Z ((-69.00018009199994 -3.618515314999968 0, -68.01152683599997 -3.617974653999966 0, -68.01030151999998 -4.611169109999935 0, -69.00018031499997 -4.611858740999935 0, -69.00018009199994 -3.618515314999968 0))",AM,13,73.34,69.63,60.77,81.81,62.77,48.33,29.97,34.02,22.75,51.64,71.2,85.46,7,6,6,8,6,4,2,3,2,5,7,8,77.27,7,68.25,6,38.39,3,49.5,4,8.33,18.18,17.65,7.69,11.11,41.67,60.0,37.5,66.67,37.5,14.29,0.0
19MES,"POLYGON Z ((-69.00017993599994 -2.71417373099996 0, -68.01238363599998 -2.713768418999962 0, -68.01142918499994 -3.706983234999939 0, -69.00018010899998 -3.707537231999936 0, -69.00017993599994 -2.71417373099996 0))",AM,13,61.44,70.1,62.87,82.75,69.75,48.2,43.75,36.09,23.89,56.88,75.78,88.75,6,7,6,8,6,4,4,3,2,5,7,8,75.68,7,70.71,7,43.63,4,51.43,5,10.0,16.67,23.53,0.0,0.0,46.15,25.0,37.5,75.0,28.57,16.67,0.0
19MET,"POLYGON Z ((-69.00017982399999 -1.809275754999931 0, -68.01299525999997 -1.809005680999974 0, -68.01231065599995 -2.802235855999925 0, -69.00017994899997 -2.802654400999927 0, -69.00017982399999 -1.809275754999931 0))",AM,13,52.14,70.91,64.24,83.95,68.15,57.18,56.38,45.06,39.09,50.24,75.66,83.22,5,7,6,8,6,5,5,4,3,5,7,8,70.37,7,70.77,7,53.47,5,56.69,5,27.27,7.14,21.05,0.0,15.38,27.27,25.0,55.56,30.0,37.5,16.67,0.0
19MEU,"POLYGON Z ((-69.00017975699996 -0.9043687229999477 0, -68.01336187399994 -0.9042337579999753 0, -68.01294627199997 -1.897474262999935 0, -69.00017983299995 -1.897757553999952 0, -69.00017975699996 -0.9043687229999477 0))",AM,13,47.04,65.45,66.35,85.39,73.65,64.58,71.95,33.07,37.63,54.7,64.43,79.11,4,6,6,8,7,6,7,3,3,5,6,7,65.04,6,74.14,7,57.81,5,52.41,5,33.33,25.0,27.78,0.0,8.33,25.0,0.0,44.44,45.45,37.5,25.0,6.67
19MEV,"POLYGON Z ((-69.00017973499996 5.684341886080801e-14 0, -68.01348393099994 5.684341886080801e-14 0, -68.01333665799996 -0.9932457919999251 0, -69.00017976199996 -0.993394043999956 0, -69.00017973499996 5.684341886080801e-14 0))",AM,13,58.03,60.23,56.04,78.84,74.94,77.05,65.55,31.35,40.79,48.59,74.05,74.7,5,6,5,7,7,7,6,3,4,4,7,7,64.69,6,68.18,6,58.46,5,56.75,5,23.08,16.67,27.78,0.0,6.67,10.0,16.67,70.0,50.0,50.0,23.08,14.29
19MFM,"POLYGON Z ((-68.09419464599995 -7.236383950999937 0, -67.09989561199995 -7.233321356999966 0, -67.09544973599998 -8.225984791999963 0, -68.09207403099998 -8.229472946999977 0, -68.09419464599995 -7.236383950999937 0))",AM,13,72.47,84.97,75.87,70.23,49.53,38.98,8.03,31.03,31.93,37.81,72.89,83.26,7,8,7,7,4,3,0,3,3,3,7,8,80.31,8,67.25,6,24.61,2,51.01,5,20.0,5.88,0.0,12.5,33.33,50.0,87.5,60.0,50.0,50.0,23.08,0.0
19MFN,"POLYGON Z ((-68.09588341499995 -6.331712202999938 0, -67.10343613499998 -6.32903571099996 0, -67.09952344099997 -7.321740856999952 0, -68.09401712599998 -7.32484127999993 0, -68.09588341499995 -6.331712202999938 0))",AM,13,75.29,83.83,78.51,74.28,61.06,41.97,13.45,30.57,24.19,37.03,78.11,77.69,7,8,7,7,6,4,1,3,2,3,7,7,79.02,7,72.7,7,26.57,2,50.51,5,6.67,0.0,0.0,6.67,22.22,61.54,88.89,66.67,75.0,54.55,7.69,0.0
19MFP,"POLYGON Z ((-68.09734193399999 -5.427551341999958 0, -67.10649394499995 -5.425259436999966 0, -67.10310921799999 -6.418001169999968 0, -68.09572748099998 -6.420715586999961 0, -68.09734193399999 -5.427551341999958 0))",AM,13,50.83,55.63,48.35,54.6,31.28,24.62,9.69,15.05,9.43,24.49,51.43,63.63,5,5,4,5,3,2,0,1,0,2,5,6,56.58,5,45.98,4,16.52,1,32.09,3,39.29,35.48,43.75,29.63,61.9,66.67,88.0,75.0,88.24,66.67,37.04,25.93
19MFQ,"POLYGON Z ((-68.09857377399999 -4.522820428999978 0, -67.10907652599997 -4.520912246999956 0, -67.10621586399998 -5.513685455999962 0, -68.09720929399998 -5.516014936999966 0, -68.09857377399999 -4.522820428999978 0))",AM,13,71.78,77.15,67.59,81.01,57.47,39.68,23.83,17.23,27.51,43.79,73.4,86.52,7,7,6,8,5,3,2,1,2,4,7,8,78.61,7,69.17,6,27.69,2,50.58,5,11.54,10.0,18.75,4.0,33.33,41.67,69.57,73.68,66.67,37.5,19.23,3.57
19MFR,"POLYGON Z ((-68.09957952199994 -3.618066685999963 0, -67.11118510499995 -3.616541317999975 0, -67.10884495499994 -4.609340839999959 0, -68.09846331899996 -4.611286498999959 0, -68.09957952199994 -3.618066685999963 0))",AM,13,65.92,77.0,63.57,82.46,64.68,44.17,24.48,26.1,24.88,40.36,72.9,79.69,6,7,6,8,6,4,2,2,2,4,7,7,74.17,7,69.63,6,31.19,3,48.02,4,17.24,14.29,25.0,8.33,21.74,45.0,72.0,61.11,77.27,44.44,11.54,3.45
19MFS,"POLYGON Z ((-68.10036002499999 -2.713837411999975 0, -67.11282145299998 -2.712693902999945 0, -67.11099860699994 -3.705514542999936 0, -68.09949056699998 -3.707077536999975 0, -68.10036002499999 -2.713837411999975 0))",AM,13,61.22,76.49,69.16,78.15,61.55,46.85,44.49,39.49,30.11,46.74,71.53,75.08,6,7,6,7,6,4,4,3,3,4,7,7,70.93,7,70.2,7,43.96,4,52.0,5,25.0,21.43,21.88,14.81,28.57,39.13,38.46,55.56,60.0,41.18,11.11,3.57
19MFT,"POLYGON Z ((-68.10091718399997 -1.809051652999926 0, -67.11398955499993 -1.80828969199996 0, -67.11268207199998 -2.801126258999943 0, -68.10029354399995 -2.80230710099994 0, -68.10091718399997 -1.809051652999926 0))",AM,13,55.17,70.49,69.43,80.29,60.64,55.82,50.96,40.49,29.51,50.27,67.36,69.8,5,7,6,8,6,5,5,4,2,5,6,6,65.47,6,70.04,7,49.63,4,51.03,5,26.92,13.33,12.5,8.7,21.74,31.82,28.57,57.89,63.16,40.0,11.54,11.11
19MFU,"POLYGON Z ((-68.10125115199997 -0.9042567319999648 0, -67.11468972999995 -0.9038759559999789 0, -67.11389599699999 -1.896723233999978 0, -68.10087255899998 -1.897522483999978 0, -68.10125115199997 -0.9042567319999648 0))",AM,13,50.03,74.93,73.74,83.23,68.62,54.04,53.92,28.92,36.32,49.17,69.38,68.75,5,7,7,8,6,5,5,2,3,4,6,6,64.74,6,75.58,7,46.76,4,53.17,5,39.29,17.24,18.75,4.0,15.79,40.0,37.04,68.42,50.0,35.29,12.0,13.79
19MFV,"POLYGON Z ((-68.10136233999998 5.684341886080801e-14 0, -67.11492283999996 5.684341886080801e-14 0, -67.11464157099994 -0.9928527609999378 0, -68.10122818099995 -0.9932710269999347 0, -68.10136233999998 5.684341886080801e-14 0))",AM,13,51.11,74.21,76.86,75.45,71.58,58.12,53.45,25.55,38.4,47.65,77.91,73.7,5,7,7,7,7,5,5,2,3,4,7,7,66.52,6,74.87,7,47.1,4,56.91,5,30.77,11.54,9.38,11.54,16.67,28.57,35.71,68.42,50.0,36.84,15.38,10.71
19MGM,"POLYGON Z ((-67.18898285999995 -7.233684263999976 0, -66.19520384099997 -7.228649589999975 0, -66.18864685499994 -8.220663876999936 0, -67.18474514599995 -8.226398125999935 0, -67.18898285999995 -7.233684263999976 0))",AM,13,74.56,79.12,70.26,63.28,47.49,27.21,8.32,20.66,20.15,37.63,78.47,79.33,7,7,7,6,4,2,0,2,2,3,7,7,77.68,7,61.43,6,17.38,1,48.14,4,20.69,9.38,14.29,28.12,40.91,72.73,86.67,70.59,82.35,58.33,8.33,7.41
19MGN,"POLYGON Z ((-67.19235760999999 -6.329352865999965 0, -66.20042559899997 -6.324952905999965 0, -66.19465494399998 -7.317011384999944 0, -67.18862811399998 -7.322108245999971 0, -67.19235760999999 -6.329352865999965 0))",AM,13,70.19,76.38,73.78,69.39,54.79,44.86,11.74,30.67,16.06,45.87,81.61,70.87,7,7,7,6,5,4,1,3,1,4,8,7,72.5,7,67.5,6,27.02,2,52.01,5,6.67,0.0,7.14,21.43,22.22,54.55,86.67,55.56,75.0,27.27,8.33,16.67
19MGP,"POLYGON Z ((-67.19527224699993 -5.425531019999937 0, -66.20493544599998 -5.421763287999966 0, -66.19994344299994 -6.413860514999953 0, -67.19204599999995 -6.418322819999958 0, -67.19527224699993 -5.425531019999937 0))",AM,13,68.16,80.35,72.17,79.93,51.02,48.27,13.86,18.96,24.61,45.53,78.81,74.39,6,8,7,7,5,4,1,1,2,4,7,7,74.43,7,69.18,6,25.98,2,54.86,5,13.33,0.0,14.29,7.69,40.0,45.45,86.67,88.89,62.5,30.0,7.14,8.33
19MGQ,"POLYGON Z ((-67.19773390599994 -4.521138360999942 0, -66.20874440999995 -4.518001438999931 0, -66.20452531399997 -5.510131986999966 0, -67.19500718699999 -5.513961491999964 0, -67.19773390599994 -4.521138360999942 0))",AM,13,67.52,76.77,65.06,79.2,57.57,60.24,27.49,18.87,34.77,57.17,80.78,75.53,6,7,6,7,5,6,2,1,3,5,8,7,73.07,7,68.29,6,33.78,3,59.61,5,18.75,12.5,14.29,7.69,33.33,30.0,68.75,100.0,50.0,18.18,7.69,0.0
19MGR,"POLYGON Z ((-67.19974375599998 -3.616722068999934 0, -66.21185429399998 -3.614214464999975 0, -66.20840287299995 -4.606372861999944 0, -67.19751317799995 -4.609571393999943 0, -67.19974375599998 -3.616722068999934 0))",AM,13,57.57,78.67,62.98,70.55,68.04,69.51,44.41,31.01,46.79,62.0,78.84,72.67,5,7,6,7,6,6,4,3,4,6,7,7,69.36,6,67.21,6,49.33,4,63.97,6,31.25,6.25,23.08,21.43,10.0,16.67,50.0,50.0,40.0,18.18,0.0,0.0
19MGS,"POLYGON Z ((-67.20130348599997 -2.712829405999969 0, -66.21426770399995 -2.710949551999931 0, -66.21157923299995 -3.703130293999948 0, -67.19956598999994 -3.705699752999976 0, -67.20130348599997 -2.712829405999969 0))",AM,13,62.46,74.81,69.26,74.96,64.93,72.59,47.37,48.88,47.03,56.92,73.95,58.64,6,7,6,7,6,7,4,4,4,5,7,5,66.13,6,70.08,7,55.72,5,60.93,6,25.0,16.67,21.43,21.43,27.27,20.0,33.33,40.0,44.44,27.27,0.0,23.08
19MGT,"POLYGON Z ((-67.20241689499994 -1.808379981999963 0, -66.21599051299995 -1.807127364999928 0, -66.21406213399996 -2.799324956999953 0, -67.20117063099997 -2.801266184999974 0, -67.20241689499994 -1.808379981999963 0))",AM,13,53.28,65.14,75.82,74.56,64.94,59.51,51.44,44.47,50.14,61.56,76.69,55.09,5,6,7,7,6,5,5,4,5,6,7,5,58.36,5,72.7,7,51.99,5,64.75,6,33.33,23.53,14.29,14.29,22.22,36.36,28.57,50.0,50.0,33.33,0.0,25.0
19MGU,"POLYGON Z ((-67.20308428499999 -0.9039210769999499 0, -66.21702318699994 -0.9032951039999375 0, -66.21585252599994 -1.89550402499998 0, -67.20232771699995 -1.896817942999974 0, -67.20308428499999 -0.9039210769999499 0))",AM,13,50.47,67.14,74.91,81.68,71.06,45.09,52.74,29.78,34.53,46.65,71.57,71.45,5,6,7,8,7,4,5,2,3,4,7,7,63.17,6,75.8,7,43.87,4,52.41,5,37.04,21.43,16.13,12.5,12.5,47.83,33.33,73.68,57.14,44.44,24.0,17.86
19MGV,"POLYGON Z ((-67.20330647999998 5.684341886080801e-14 0, -66.21736699599995 5.684341886080801e-14 0, -66.21695215799997 -0.9922147199999358 0, -67.20303838099994 -0.9929023239999424 0, -67.20330647999998 5.684341886080801e-14 0))",AM,13,51.8,65.68,74.71,68.84,71.94,50.39,56.72,27.83,38.07,48.35,70.3,71.34,5,6,7,6,7,5,5,2,3,4,7,7,63.28,6,72.03,7,46.33,4,53.71,5,34.62,18.52,15.15,18.52,8.33,31.82,29.63,60.0,45.0,42.11,24.0,10.34
19MHM,"POLYGON Z ((-66.28369026099995 -7.229185751999978 0, -65.29068465499995 -7.222184059999961 0, -65.28202351999994 -8.213299978999942 0, -66.27733950399994 -8.221274537999932 0, -66.28369026099995 -7.229185751999978 0))",AM,13,73.56,70.34,67.03,56.53,47.12,34.78,2.9,11.08,24.69,51.42,83.96,71.04,7,7,6,5,4,3,0,1,2,5,8,7,71.56,7,58.14,5,16.63,1,55.17,5,14.81,15.15,6.25,30.3,33.33,59.26,96.43,78.95,70.59,34.78,4.76,14.81
19MHN,"POLYGON Z ((-66.28874778199997 -6.325421474999928 0, -65.29758213699995 -6.31930245999996 0, -65.28995961299995 -7.310465995999948 0, -66.28315862699998 -7.317554168999948 0, -66.28874778199997 -6.325421474999928 0))",AM,13,72.15,66.99,67.67,62.08,48.48,37.67,5.52,12.48,25.58,52.82,81.09,69.19,7,6,6,6,4,3,0,1,2,5,8,6,69.45,6,60.08,6,17.52,1,56.67,5,17.86,7.14,23.08,24.14,36.36,60.0,100.0,77.78,68.75,17.39,8.33,14.81
19MHP,"POLYGON Z ((-66.29311578199997 -5.422164528999929 0, -65.30353928399995 -5.416924739999956 0, -65.29694524899998 -6.408130005999965 0, -66.28828079099998 -6.414335722999965 0, -66.29311578199997 -5.422164528999929 0))",AM,13,68.47,67.58,73.23,67.24,52.09,42.71,13.64,14.48,16.75,53.15,78.51,70.28,6,6,7,6,5,4,1,1,1,5,7,7,68.74,6,65.25,6,24.44,2,53.59,5,21.43,19.35,15.38,25.0,30.0,50.0,79.17,88.89,75.0,35.0,16.67,14.29
19MHQ,"POLYGON Z ((-66.29680494099995 -4.518335502999946 0, -65.30857064599996 -4.513972972999966 0, -65.30299753099996 -5.50521411099993 0, -66.29271854999996 -5.51053980699993 0, -66.29680494099995 -4.518335502999946 0))",AM,13,73.65,70.33,69.96,66.9,60.08,44.93,17.64,20.15,28.83,55.87,76.63,71.6,7,7,6,6,6,4,1,2,2,5,7,7,71.85,7,66.07,6,27.09,2,56.61,5,14.29,17.24,17.86,21.43,22.73,39.13,82.14,80.95,56.25,27.27,13.04,14.81
19MHR,"POLYGON Z ((-66.29981700799993 -3.614481509999962 0, -65.31267859499997 -3.61099416899998 0, -65.30811950099996 -4.602265276999958 0, -66.29647414699997 -4.606713486999979 0, -66.29981700799993 -3.614481509999962 0))",AM,13,65.41,70.85,67.68,73.36,68.9,46.38,26.37,22.37,35.37,53.62,81.41,70.37,6,7,6,7,6,4,2,2,3,5,8,7,68.89,6,70.15,7,31.08,3,59.01,5,24.14,19.35,19.23,6.9,4.35,50.0,64.29,75.0,58.82,42.86,0.0,11.11
19MHS,"POLYGON Z ((-66.30215450599997 -2.711149745999933 0, -65.31586655799998 -2.70853541799994 0, -65.31231525599998 -3.699830563999967 0, -66.29955059799994 -3.703403925999964 0, -66.30215450599997 -2.711149745999933 0))",AM,13,65.74,61.01,61.94,73.97,67.62,68.48,38.97,35.93,56.84,54.05,75.4,53.62,6,6,6,7,6,6,3,3,5,5,7,5,60.48,6,68.0,6,47.62,4,63.14,6,28.57,25.0,28.57,6.67,8.33,18.18,30.77,60.0,37.5,41.67,0.0,33.33
19MHT,"POLYGON Z ((-66.30382312599994 -1.807260761999942 0, -65.31814228699994 -1.805518735999954 0, -65.31559501299995 -2.796832004999942 0, -66.30195540299997 -2.799531686999956 0, -66.30382312599994 -1.807260761999942 0))",AM,13,56.54,56.16,64.45,76.79,64.9,54.59,47.28,37.88,59.78,52.64,74.63,56.1,5,5,6,7,6,5,4,3,5,5,7,5,56.27,5,68.82,6,46.68,4,62.89,6,21.43,31.25,15.38,7.69,16.67,30.0,40.0,60.0,33.33,18.18,0.0,23.08
19MHU,"POLYGON Z ((-66.30482331799993 -0.9033617669999785 0, -65.31950639099995 -0.9024912199999449 0, -65.31796001399994 -1.893816672999947 0, -66.30368947899996 -1.895643949999965 0, -66.30482331799993 -0.9033617669999785 0))",AM,13,53.28,57.68,76.99,75.92,70.53,47.17,52.8,51.6,61.76,56.26,71.96,62.19,5,5,7,7,7,4,5,5,6,5,7,6,57.51,5,74.78,7,50.85,5,63.86,6,33.33,25.0,14.29,7.14,0.0,40.0,46.67,40.0,40.0,30.0,25.0,15.38
19MHV,"POLYGON Z ((-66.30515631299994 5.684341886080801e-14 0, -65.31996054299998 5.684341886080801e-14 0, -65.31941256599998 -0.9913316879999456 0, -66.30475452299999 -0.9922879459999763 0, -66.30515631299994 5.684341886080801e-14 0))",AM,13,53.6,59.44,81.89,73.56,72.58,47.35,63.63,53.59,65.52,60.99,65.29,63.57,5,5,8,7,7,4,6,5,6,6,6,6,58.76,5,76.34,7,56.15,5,64.01,6,20.0,33.33,7.14,7.69,0.0,44.44,14.29,40.0,20.0,18.18,21.43,21.43
19NCA,"POLYGON Z ((-70.79727531799995 0.9044634660000384 0, -69.81067782199995 0.9048203880000756 0, -69.81057836599996 -0.0884738129999505 0, -70.79705493999995 -0.08843891599997278 0, -70.79727531799995 0.9044634660000384 0))",AM,13,68.34,61.99,61.43,60.25,69.7,85.53,67.56,63.59,50.65,58.18,72.09,67.5,6,6,6,6,6,8,6,6,5,5,7,6,65.96,6,63.26,6,72.09,7,61.64,6,20.0,14.29,14.29,13.33,9.09,0.0,16.67,18.18,42.86,27.27,9.09,15.38
19NDA,"POLYGON Z ((-69.89910845199995 0.9047994130000347 0, -68.91227851099995 0.9049104930000453 0, -68.91228927499998 -0.08848262299994758 0, -69.89899814999995 -0.08847176199992646 0, -69.89910845199995 0.9047994130000347 0))",AM,13,60.69,57.87,58.32,69.77,77.32,73.26,61.03,43.33,40.05,38.57,70.75,68.53,6,5,5,6,7,7,6,4,4,3,7,6,62.59,6,66.89,6,59.94,5,50.79,5,23.08,30.77,32.35,12.0,9.52,0.0,25.93,33.33,41.18,52.38,13.64,13.79
19NDB,"POLYGON Z ((-69.89944268599999 1.809594240000024 0, -68.91224589599994 1.809816453000053 0, -68.91228053299994 0.816428070000029 0, -69.89908773599996 0.8163278530000753 0, -69.89944268599999 1.809594240000024 0))",AM,13,63.78,54.38,62.07,64.66,81.44,74.33,68.07,45.42,40.12,36.51,70.33,60.95,6,5,6,6,8,7,6,4,4,3,7,6,59.65,5,68.67,6,63.77,6,51.17,5,24.0,33.33,25.0,8.33,9.09,4.0,12.5,25.0,37.5,61.11,17.39,30.0
19NEA,"POLYGON Z ((-69.00017975699996 0.9049115600000732 0, -68.01336172699996 0.9047765150000373 0, -68.01348276199997 -0.08846952399994734 0, -69.00017973499996 -0.08848272699992776 0, -69.00017975699996 0.9049115600000732 0))",AM,13,52.86,47.98,56.05,66.82,80.07,84.18,73.32,31.88,45.93,39.55,79.88,63.29,5,4,5,6,8,8,7,3,4,3,7,6,55.57,5,65.88,6,64.38,6,57.22,5,33.33,50.0,35.0,7.69,0.0,0.0,8.33,50.0,40.0,55.56,16.67,25.0
19NEB,"POLYGON Z ((-69.00017982399999 1.809818589000031 0, -68.01299496599995 1.809548434000021 0, -68.01338445899995 0.8163071940000464 0, -69.00017975299994 0.8164290330000199 0, -69.00017982399999 1.809818589000031 0))",AM,13,45.22,39.25,50.9,39.95,42.15,50.49,46.99,21.35,30.56,12.18,52.86,40.53,4,3,5,3,4,5,4,2,3,1,5,4,41.61,4,45.11,4,40.83,4,33.66,3,50.0,59.26,43.75,44.0,47.37,40.0,41.67,75.0,58.82,78.95,45.83,46.43
19NFA,"POLYGON Z ((-68.10125101799997 0.9047995020000599 0, -67.11468944999996 0.9044184970000515 0, -67.11492060799998 -0.0884345189999749 0, -68.10136127599998 -0.08847177099994497 0, -68.10125101799997 0.9047995020000599 0))",AM,13,50.36,53.21,63.49,66.0,71.82,77.3,78.68,31.59,51.89,40.63,72.14,72.19,5,5,6,6,7,7,7,3,5,4,7,7,59.71,5,66.63,6,63.05,6,56.95,5,30.77,41.67,23.53,21.43,16.67,10.0,11.11,55.56,40.0,44.44,15.38,12.5
19NFB,"POLYGON Z ((-68.10091691699995 1.809594419000064 0, -67.11398899499994 1.808832229000075 0, -67.11473286399996 0.8159841880000727 0, -68.10127172599994 0.8163279340000713 0, -68.10091691699995 1.809594419000064 0))",AM,13,54.0,46.3,62.18,78.15,77.02,67.11,81.05,46.14,50.23,33.0,72.15,50.9,5,4,6,7,7,6,8,4,5,3,7,5,50.56,5,71.2,7,66.1,6,54.4,5,50.0,54.55,35.29,0.0,8.33,13.33,0.0,33.33,40.0,50.0,16.67,25.0
19NFC,"POLYGON Z ((-68.10036002499999 2.713837412000032 0, -67.11282145299998 2.712693903000059 0, -67.11407864099994 1.719856058000062 0, -68.10095967599995 1.720580735000055 0, -68.10036002499999 2.713837412000032 0))",AM,13,63.07,42.72,63.46,75.52,67.22,71.25,80.35,46.67,41.18,21.46,71.68,47.76,6,4,6,7,6,7,8,4,4,2,7,4,51.44,5,68.75,6,67.45,6,47.99,4,23.08,54.55,23.53,6.25,16.67,6.25,0.0,36.36,54.55,71.43,18.18,40.0
19NGA,"POLYGON Z ((-67.20308401799997 0.9044636450000212 0, -66.21702277399999 0.9038372970000523 0, -66.21736370499997 -0.08837769299992715 0, -67.20330435299996 -0.08843893299996353 0, -67.20308401799997 0.9044636450000212 0))",AM,13,51.9,58.29,75.37,67.68,74.71,62.09,61.29,38.27,38.47,46.02,72.17,62.98,5,5,7,6,7,6,6,3,3,4,7,6,57.72,5,72.65,7,54.84,5,54.24,5,32.14,29.63,16.13,23.08,9.09,0.0,11.54,50.0,50.0,30.0,16.0,21.43
19NGB,"POLYGON Z ((-67.20241636099996 1.808922546000076 0, -66.21598968699993 1.807669553000039 0, -66.21708680499995 0.8154598260000512 0, -67.20312539899999 0.8160249210000643 0, -67.20241636099996 1.808922546000076 0))",AM,13,44.62,49.49,72.35,74.48,74.57,59.83,64.62,43.33,36.57,47.15,69.01,50.48,4,4,7,7,7,5,6,4,3,4,6,5,48.3,4,73.64,7,57.18,5,53.15,5,44.0,39.29,13.33,8.0,10.53,9.52,11.54,38.89,44.44,31.58,15.38,44.44
19NHA,"POLYGON Z ((-66.30482291799996 0.9039039990000219 0, -65.31950584599997 0.9030329300000517 0, -65.31995619599996 -0.08829904799995347 0, -66.30515312499995 -0.0883842149999623 0, -66.30482291799996 0.9039039990000219 0))",AM,13,50.48,61.75,81.55,62.74,72.51,52.9,74.56,52.06,51.46,57.41,66.61,60.67,5,6,8,6,7,5,7,5,5,5,6,6,57.59,5,72.0,7,61.86,6,59.66,5,26.67,25.0,7.14,6.67,0.0,20.0,0.0,22.22,37.5,27.27,23.08,23.08
20LKN,"POLYGON Z ((-65.74391154699998 -10.84325137299993 0, -64.74012127499998 -10.85056220899997 0, -64.74614387399998 -11.84310855099994 0, -65.75339956099998 -11.83511108399995 0, -65.74391154699998 -10.84325137299993 0))",RO,11,77.31,70.0,57.57,45.67,54.07,44.21,1.01,10.15,18.26,60.68,80.57,74.29,7,6,5,4,5,4,0,1,1,6,8,7,73.89,7,52.1,5,19.33,1,57.43,5,7.14,14.29,28.57,33.33,40.0,50.0,100.0,90.0,75.0,27.27,8.33,6.25
